id_atleta,sexo,edad,disciplina,subdisciplina,posicion,nivel,estatura_cm,masa_corporal_kg,imc,pct_grasa,masa_grasa_kg,masa_libre_grasa_kg,masa_muscular_kg,cintura_cm,cadera_cm,envergadura_cm,muslo_cm,brazo_contraido_cm,suma_6_pliegues,sprint_10m_s,sprint_20m_s,sprint_30m_s,salto_vertical_cm,salto_horizontal_cm,handgrip_kg,sentadilla_1rm_kg,press_banca_1rm_kg,vo2max_estimado_ml_kg_min,beep_test_nivel,cooper_12min_m,yoyo_ir1_m,t_test_s,illinois_s,rsa_6x30m_promedio_s,rsa_6x30m_fatiga_pct,sit_and_reach_cm
ATH-9505,F,18,Fútbol,Ataque,Escolta,Intermedio,183.36,71.53,21.27,12.44,8.9,62.63,37.94,93.74,98.4,187.3,55.85,41.0,36.22,1.72,3.179,4.557,37.85,69.59,46.27,144.5,94.97,46.74,11.95,1927.24,967.85,11.144,17.927,9.162,4.84,30.62
ATH-9506,F,23,Rugby,Ataque,Extremo,Élite,182.58,73.82,22.14,11.82,8.73,65.09,34.42,91.41,99.44,190.36,53.02,36.13,32.36,1.623,2.776,4.604,39.99,62.77,47.34,137.46,92.2,53.38,12.66,2196.87,1227.33,11.207,17.764,6.363,5.47,23.95
OUT-010,M,25,Baloncesto,Ataque,Delantero,Intermedio,157.52,113.92,29.04,22.68,5.84,42.97,25.52,88.24,103.51,178.89,53.0,34.68,80.81,1.465,4.023,6.667,43.08,146.24,62.54,86.88,70.65,76.89,7.43,2074.84,969.47,11.687,16.618,11.565,9.96,36.59
ATH-9508,M,24,Fútbol,Ataque,Delantero,Intermedio,181.7,78.52,23.78,6.75,5.3,73.22,39.64,79.48,93.79,179.45,54.01,35.71,25.02,1.592,3.072,4.737,53.7,94.42,50.37,154.09,107.18,58.99,14.17,2474.16,1432.86,10.629,17.316,7.749,3.33,33.02
ATH-9509,M,27,Fútbol,Ataque,Alero,Amateur,174.83,74.35,24.32,12.71,9.45,64.9,37.77,85.28,98.86,177.22,59.42,37.15,32.58,1.699,3.263,4.799,37.99,65.92,45.32,157.34,72.19,53.15,12.4,2035.39,1233.38,11.194,18.194,9.865,3.0,13.94
ATH-9510,F,27,Rugby,Ataque,Escolta,Intermedio,185.76,77.93,22.58,9.46,7.37,70.56,40.58,83.28,96.22,199.22,56.47,38.08,30.01,1.456,2.674,3.906,44.97,73.54,51.1,152.01,105.48,50.95,12.16,2074.44,1087.31,10.857,18.757,7.89,3.56,16.61
ATH-9511,M,25,Baloncesto,Ataque,Escolta,Amateur,174.85,80.69,26.39,9.93,8.01,72.68,42.32,82.22,105.4,182.37,57.12,32.6,27.44,1.613,2.914,4.513,39.37,90.02,49.51,152.49,113.09,45.58,11.4,1841.03,996.32,11.637,18.799,11.283,7.22,24.43
OUT-752,M,18,Baloncesto,Ataque,Escolta,Intermedio,196.5,70.99,38.41,26.59,9.59,55.3,58.95,82.6,113.27,154.59,66.06,32.23,12.08,2.01,2.441,4.075,38.71,84.91,45.44,161.08,153.35,33.85,6.51,2475.02,2060.74,9.957,21.999,4.785,12.85,17.6
ATH-9513,M,18,Rugby,Ataque,Extremo,Intermedio,186.24,78.02,22.49,10.23,7.98,70.04,43.9,92.63,103.21,197.23,57.85,39.87,27.99,1.536,2.615,3.949,45.79,97.04,59.01,140.27,101.2,60.19,14.87,2315.62,1430.49,10.903,17.621,7.2,1.88,27.4
ATH-9514,M,22,Baloncesto,Ataque,Delantero,Amateur,174.27,79.74,26.26,13.05,10.4,69.34,40.19,89.36,98.5,180.52,51.03,38.52,41.93,1.849,2.988,4.435,32.65,41.74,49.09,164.67,91.67,56.84,14.63,2329.31,1398.24,11.531,18.64,8.796,3.81,13.45
ATH-9515,M,27,Rugby,Ataque,Alero,Amateur,182.56,74.14,22.25,12.94,9.6,64.54,40.53,98.55,103.16,189.45,57.49,36.36,36.44,1.621,3.009,4.362,45.8,89.55,48.53,168.53,93.28,55.64,14.28,2184.05,1176.57,10.609,16.495,12.224,6.84,22.62
ATH-9516,M,20,Baloncesto,Ataque,Alero,Élite,174.98,77.24,25.23,12.41,9.58,67.66,43.36,91.36,103.19,185.38,50.14,36.84,34.86,1.641,2.91,4.366,42.45,74.51,56.19,151.16,109.32,53.46,12.24,2062.47,1300.82,11.216,18.661,12.118,7.8,20.54
ATH-9517,M,18,Rugby,Ataque,Escolta,Amateur,175.14,72.66,23.69,8.41,6.11,66.55,37.37,82.72,99.81,176.21,48.84,38.21,27.3,1.532,2.73,4.121,48.59,74.25,46.28,124.51,103.05,49.12,13.17,2105.3,996.07,10.515,16.748,9.638,7.03,24.23
ATH-9518,M,26,Rugby,Ataque,Alero,Intermedio,187.5,72.21,20.54,9.39,6.78,65.43,36.39,83.85,105.9,189.45,56.53,36.66,21.89,1.581,2.912,4.052,27.41,45.28,49.48,143.66,96.61,52.93,13.45,2399.37,1098.92,11.042,18.246,10.504,3.18,29.08
ATH-9519,M,26,Baloncesto,Ataque,Delantero,Intermedio,180.87,76.1,23.26,9.12,6.94,69.16,41.88,91.76,101.35,187.14,55.9,41.0,27.13,1.646,2.926,4.18,45.2,91.59,49.33,139.71,98.27,57.15,12.23,2330.79,1299.35,10.947,17.838,9.008,2.02,17.59
ATH-9520,F,22,Rugby,Ataque,Escolta,Intermedio,170.28,77.6,26.76,15.47,12.0,65.59,38.54,89.71,99.06,178.44,58.4,35.86,45.42,1.617,2.871,4.288,43.41,45.82,47.26,158.15,61.03,41.52,8.79,1800.0,857.17,10.609,17.272,10.893,7.99,17.52
ATH-9521,F,21,Baloncesto,Ataque,Extremo,Profesional,170.74,73.42,25.19,8.75,6.42,67.0,39.37,85.41,100.41,175.59,55.91,35.6,24.47,1.713,2.983,4.071,47.09,79.99,54.73,172.34,101.2,46.04,10.46,1844.65,967.18,10.786,17.642,11.989,3.57,15.37
OUT-695,F,28,Fútbol,Ataque,Escolta,Intermedio,149.19,113.86,22.21,14.77,14.84,85.68,46.74,82.48,101.38,176.19,62.57,45.09,58.43,2.477,3.547,4.942,55.53,111.95,38.02,87.53,153.58,74.69,11.38,3178.56,2066.36,13.063,13.396,9.336,7.39,28.4
ATH-9523,F,25,Fútbol,Ataque,Extremo,Élite,175.41,69.03,22.43,9.13,6.3,62.73,38.72,79.93,101.88,182.71,52.86,37.67,29.17,1.589,2.958,4.136,42.28,98.63,52.96,145.13,86.97,48.79,12.2,1961.94,1071.59,10.741,17.705,9.723,8.13,18.92
ATH-9524,F,24,Rugby,Ataque,Alero,Profesional,190.02,69.97,19.38,17.78,12.44,57.53,33.75,93.8,99.49,194.73,54.09,34.62,54.04,1.763,3.008,4.215,26.26,56.83,48.95,124.43,80.21,42.56,10.67,1800.0,878.58,11.669,18.658,10.547,8.99,21.85
ATH-9525,F,23,Fútbol,Ataque,Alero,Élite,175.08,69.97,22.83,14.74,10.31,59.65,34.87,86.47,96.13,180.84,57.21,38.08,44.93,1.833,3.674,5.574,37.25,62.35,46.67,140.23,95.96,47.62,11.49,2006.16,1062.15,10.99,17.371,12.302,7.44,24.3
ATH-9526,F,25,Baloncesto,Ataque,Escolta,Élite,178.2,82.25,25.9,9.45,7.77,74.48,43.22,85.36,95.94,187.22,54.34,36.07,22.92,1.794,3.357,4.923,37.77,51.94,53.06,156.73,108.36,42.55,11.28,1800.0,760.48,11.089,17.83,11.242,2.71,28.7
ATH-9527,F,30,Rugby,Ataque,Delantero,Intermedio,172.66,76.47,25.65,10.71,8.19,68.28,38.48,84.66,99.04,179.24,54.2,37.58,31.55,1.597,3.028,4.236,41.29,86.24,46.68,141.35,85.58,49.33,12.45,2140.29,1035.39,11.241,17.599,7.815,6.5,27.66
ATH-9528,F,25,Baloncesto,Ataque,Extremo,Amateur,182.71,81.19,24.32,9.28,7.54,73.65,43.62,88.65,104.51,190.3,58.29,36.72,27.37,1.545,2.812,3.968,41.75,90.84,59.39,168.02,94.03,57.5,14.49,2393.55,1263.09,11.136,18.51,9.577,3.18,19.6
ATH-9529,M,25,Fútbol,Ataque,Alero,Amateur,179.96,77.36,23.89,12.67,9.8,67.56,40.17,88.85,103.72,186.19,51.74,40.32,37.63,1.666,3.046,4.597,43.36,61.47,50.39,154.32,107.4,51.41,11.69,2234.08,1198.0,10.711,16.196,12.946,3.67,22.61
ATH-9530,F,28,Fútbol,Ataque,Alero,Élite,175.03,78.24,25.54,7.95,6.22,72.02,38.7,85.39,96.86,181.66,56.95,36.75,18.37,1.575,2.809,4.548,48.43,107.18,56.28,134.13,99.53,51.95,12.12,2082.38,1117.48,10.795,18.676,9.309,5.85,23.27
ATH-9531,F,23,Fútbol,Ataque,Escolta,Élite,180.27,69.92,21.52,11.33,7.92,62.0,31.57,87.58,97.03,191.64,58.76,37.63,32.17,1.73,3.292,4.646,36.62,96.08,48.81,124.81,81.09,48.33,12.0,1883.06,1065.78,11.255,17.893,10.598,6.02,26.18
ATH-9532,M,27,Fútbol,Ataque,Delantero,Intermedio,184.02,69.53,20.53,11.31,7.87,61.67,35.04,86.86,96.92,193.67,55.48,33.57,31.96,1.631,3.044,4.671,42.83,69.37,49.25,152.49,86.07,44.51,11.2,1800.0,911.48,11.046,17.197,9.519,5.03,28.17
ATH-9533,F,25,Rugby,Ataque,Extremo,Amateur,175.26,78.28,25.48,10.96,8.58,69.7,39.6,83.03,108.42,181.34,55.81,39.19,31.52,1.683,3.259,4.838,43.7,79.46,49.8,142.22,86.68,50.55,13.29,2109.66,1065.31,11.146,18.503,11.094,10.28,23.12
ATH-9534,M,28,Baloncesto,Ataque,Extremo,Élite,182.66,81.63,24.47,9.44,7.7,73.93,44.42,87.02,93.49,192.17,57.48,34.82,27.37,1.614,2.549,3.53,39.03,62.69,52.49,143.69,101.49,55.57,14.55,2235.56,1315.02,11.388,17.99,11.803,6.04,24.39
ATH-9535,M,27,Rugby,Ataque,Extremo,Intermedio,171.95,79.38,26.85,7.27,5.77,73.61,38.27,92.42,100.11,178.13,57.29,38.18,19.93,1.556,2.875,3.955,49.53,94.65,60.15,156.31,89.96,50.64,12.14,2081.97,1168.78,11.138,17.149,8.49,4.45,20.53
ATH-9536,M,24,Fútbol,Ataque,Delantero,Amateur,186.56,76.33,21.93,10.3,7.86,68.47,42.59,86.37,98.08,194.92,56.33,39.98,27.33,1.754,3.099,4.548,41.49,73.58,46.59,163.22,107.97,56.7,13.76,2406.63,1326.02,11.839,18.28,11.979,10.73,20.58
ATH-9537,F,23,Fútbol,Ataque,Delantero,Intermedio,184.2,75.44,22.23,5.16,3.9,71.55,39.86,84.19,93.98,194.56,59.53,36.86,19.69,1.503,2.746,4.027,53.32,91.43,60.12,160.28,105.77,54.55,12.39,2371.78,1155.69,10.433,16.725,9.238,2.24,21.46
ATH-9538,M,23,Fútbol,Ataque,Extremo,Élite,179.88,76.18,23.54,14.14,10.77,65.41,35.01,88.54,96.55,177.22,58.26,31.68,39.85,1.811,3.498,5.515,42.93,63.21,44.86,127.1,88.62,51.79,11.1,2048.76,1176.58,11.026,18.104,12.652,7.79,23.1
ATH-9539,M,26,Baloncesto,Ataque,Escolta,Amateur,170.27,71.78,24.76,9.78,7.02,64.76,36.32,83.99,94.76,175.92,52.51,32.57,33.96,1.594,2.818,3.867,42.88,94.0,51.0,153.79,93.49,52.56,13.56,2193.76,1190.23,10.973,18.397,9.798,1.84,27.01
OUT-646,F,22,Rugby,Ataque,Extremo,Intermedio,171.62,83.32,19.54,15.45,26.13,58.74,49.87,86.3,103.53,204.05,54.03,30.48,63.88,1.518,4.769,3.749,29.32,30.35,29.01,193.96,115.8,80.99,17.0,3324.98,1374.92,12.057,20.758,9.593,12.64,26.33
ATH-9541,M,21,Baloncesto,Ataque,Delantero,Intermedio,175.99,82.17,26.53,11.44,9.4,72.77,41.61,86.13,105.79,185.97,53.36,33.9,31.4,1.661,3.119,4.522,50.01,70.53,51.21,157.48,104.65,56.92,13.25,2441.03,1234.02,10.344,16.992,10.188,8.09,24.67
ATH-9542,M,27,Baloncesto,Ataque,Alero,Intermedio,182.39,71.3,21.43,15.2,10.84,60.46,35.54,87.9,95.17,191.98,55.53,34.73,41.44,1.75,3.181,4.82,30.86,32.86,41.02,116.34,80.74,49.2,12.52,2064.78,1064.51,11.182,17.441,7.074,4.92,10.0
OUT-350,M,18,Fútbol,Ataque,Delantero,Amateur,163.44,69.62,23.99,7.93,17.5,80.01,26.09,97.36,96.38,188.56,55.36,42.3,10.55,2.464,3.383,3.245,53.93,57.64,54.82,144.01,128.99,46.03,11.14,2974.18,1266.32,10.195,14.959,7.843,9.79,18.27
ATH-9544,F,23,Baloncesto,Ataque,Escolta,Intermedio,173.23,76.19,25.39,11.95,9.11,67.08,37.44,84.41,98.06,180.24,52.88,32.41,36.94,1.555,2.962,4.06,51.22,87.79,45.65,132.86,84.99,46.71,12.16,1910.05,955.03,10.376,17.02,11.99,4.09,18.44
OUT-1017,M,24,Baloncesto,Ataque,Extremo,Intermedio,195.99,77.52,38.96,20.4,21.38,77.55,46.25,94.97,116.66,211.75,59.01,30.48,82.27,1.387,4.027,3.83,67.98,17.56,34.49,201.28,70.67,39.18,17.1,2637.83,2098.55,13.059,22.512,7.391,4.03,15.68
OUT-020,F,20,Baloncesto,Ataque,Extremo,Élite,199.32,104.07,25.85,13.07,19.52,68.53,32.51,102.24,114.58,155.79,48.37,28.3,51.08,1.86,4.028,6.033,64.87,83.68,41.84,120.02,58.52,37.34,8.53,3043.94,1589.32,11.729,15.361,9.55,3.75,23.17
ATH-9547,M,22,Rugby,Ataque,Extremo,Intermedio,177.86,87.39,27.62,9.77,8.54,78.85,49.08,91.5,105.13,182.97,59.54,36.86,30.39,1.472,2.521,3.627,53.85,110.25,61.39,160.07,105.06,54.45,13.6,2128.19,1227.26,10.648,16.869,9.903,1.51,21.91
ATH-9548,M,28,Fútbol,Ataque,Alero,Élite,168.21,77.13,27.26,13.34,10.29,66.84,42.62,90.14,97.65,181.04,54.35,36.64,43.64,1.633,2.965,4.202,37.92,87.1,54.15,167.41,77.6,44.69,11.65,1800.0,976.14,11.329,17.727,8.968,5.4,20.79
ATH-9549,M,23,Fútbol,Ataque,Delantero,Intermedio,182.93,77.82,23.26,14.88,11.58,66.24,37.35,89.99,98.2,193.5,54.46,36.86,38.68,1.509,2.757,3.834,38.37,26.02,50.54,132.59,115.18,55.8,15.13,2319.23,1384.42,10.927,16.899,8.332,3.81,23.48
ATH-9550,M,22,Fútbol,Ataque,Alero,Amateur,175.75,73.59,23.83,8.8,6.48,67.12,40.26,83.81,96.49,182.63,56.1,34.94,21.61,1.569,2.982,4.206,44.09,73.53,56.83,145.45,81.29,48.57,13.35,2007.82,1072.32,11.018,16.438,11.735,3.82,14.72
ATH-9551,M,20,Rugby,Ataque,Escolta,Élite,185.25,75.91,22.12,8.77,6.66,69.25,34.41,92.01,99.02,193.42,59.36,37.61,24.69,1.617,2.934,4.155,45.54,74.75,46.0,149.65,73.31,51.07,12.49,2100.24,1199.72,11.917,18.201,11.149,7.53,14.67
OUT-786,F,27,Rugby,Ataque,Extremo,Profesional,185.92,91.83,15.28,26.39,4.94,87.81,55.26,75.0,107.47,203.86,45.68,30.26,33.95,2.229,3.953,3.175,60.7,131.77,57.79,88.28,140.74,76.17,11.9,2145.54,1066.76,11.346,15.145,12.866,2.52,21.02
ATH-9553,M,29,Fútbol,Ataque,Delantero,Intermedio,174.78,75.01,24.55,9.08,6.81,68.2,38.82,85.14,95.63,182.9,56.83,35.21,26.34,1.575,2.996,4.685,50.6,99.57,47.47,159.86,66.5,51.77,11.53,2196.79,1191.65,10.91,17.366,10.097,3.13,18.8
ATH-9554,F,21,Rugby,Ataque,Extremo,Amateur,182.03,77.38,23.35,9.92,7.67,69.7,42.62,90.06,99.48,189.29,48.74,31.28,29.88,1.712,3.734,5.628,44.08,63.86,56.55,144.39,116.2,45.9,12.28,1945.25,900.06,11.266,19.273,7.941,6.32,29.8
ATH-9555,M,20,Baloncesto,Ataque,Delantero,Élite,169.63,71.6,24.88,8.94,6.4,65.2,32.92,87.64,90.63,173.32,57.37,37.17,21.99,1.584,2.712,3.878,47.2,109.27,49.27,132.78,82.19,50.72,11.7,2044.26,1269.05,10.341,17.8,8.986,5.5,27.49
ATH-9556,M,24,Fútbol,Ataque,Delantero,Intermedio,166.47,67.6,24.39,9.58,6.47,61.12,32.65,84.47,94.95,168.4,56.19,37.68,26.28,1.683,2.91,4.171,34.65,50.76,47.33,134.27,66.17,47.52,12.81,1997.87,1041.86,11.32,18.766,8.18,4.58,14.1
ATH-9557,M,23,Rugby,Ataque,Extremo,Intermedio,172.73,75.81,25.41,15.73,11.92,63.89,39.43,87.53,101.43,175.86,54.28,27.44,46.45,1.71,3.07,4.302,30.02,72.47,41.83,143.48,91.77,49.61,12.38,2082.32,1145.4,11.641,18.736,9.756,7.95,26.92
ATH-9558,F,25,Fútbol,Ataque,Extremo,Élite,184.19,69.7,20.54,12.25,8.54,61.17,39.02,89.68,99.77,190.41,52.01,33.84,30.88,1.74,3.63,5.541,46.05,77.17,48.28,149.13,108.13,51.72,13.57,2149.88,1137.0,10.975,18.17,5.798,5.7,22.46
ATH-9559,M,28,Rugby,Ataque,Alero,Amateur,182.83,76.79,22.98,13.7,10.52,66.28,38.45,94.79,97.78,191.59,59.26,36.71,39.96,1.691,3.209,4.577,39.75,72.63,48.13,144.53,108.71,52.08,13.18,2246.78,1256.34,11.487,18.335,10.844,5.46,29.89
ATH-9560,M,19,Baloncesto,Ataque,Escolta,Intermedio,173.7,62.98,20.87,15.93,10.04,52.95,32.82,87.51,92.48,178.7,54.8,35.36,43.97,1.714,3.4,4.643,33.13,94.65,47.13,140.46,79.44,47.44,10.9,1924.26,982.38,12.147,19.327,11.962,7.05,24.67
ATH-9561,F,22,Fútbol,Ataque,Delantero,Intermedio,179.07,78.75,24.56,9.86,7.77,70.99,35.56,84.9,102.19,182.46,52.77,34.24,28.74,1.52,2.639,3.613,38.74,102.38,46.45,130.07,86.67,55.44,13.58,2388.63,1295.25,10.933,17.695,7.163,4.07,24.51
ATH-9562,M,28,Baloncesto,Ataque,Delantero,Profesional,181.14,77.68,23.67,13.59,10.55,67.12,43.55,88.2,103.58,180.45,50.58,34.34,41.65,1.728,3.095,4.428,40.1,109.83,56.03,155.59,105.28,59.84,16.27,2495.27,1450.29,10.826,17.614,13.176,4.85,21.52
ATH-9563,M,27,Fútbol,Ataque,Delantero,Amateur,177.15,75.52,24.06,9.55,7.21,68.3,41.77,85.75,92.53,185.12,52.81,39.95,26.38,1.504,2.923,4.111,41.71,42.92,52.51,178.33,105.28,52.25,13.16,2033.86,1204.84,10.867,18.012,9.482,2.29,27.04
ATH-9564,F,21,Rugby,Ataque,Escolta,Élite,176.46,79.35,25.48,13.78,10.93,68.42,38.23,87.63,103.45,179.7,50.39,38.89,37.93,1.7,3.106,4.304,41.93,82.81,48.17,135.73,102.35,48.48,11.57,2001.42,1043.93,11.572,19.428,12.031,9.99,18.09
OUT-228,M,24,Rugby,Ataque,Alero,Amateur,152.37,87.26,14.8,26.27,2.7,81.24,41.53,101.35,99.89,198.94,60.89,36.99,9.13,1.565,3.781,6.036,44.41,139.51,52.13,206.73,46.39,58.93,12.02,2146.0,1017.03,9.373,20.595,8.238,1.56,15.1
ATH-9566,M,22,Baloncesto,Ataque,Escolta,Amateur,167.35,67.24,24.01,13.74,9.24,58.0,37.7,86.67,97.5,173.56,55.25,37.58,40.22,1.697,3.229,4.656,33.73,73.09,49.39,122.03,82.35,50.06,12.34,2052.42,1070.48,11.081,17.584,9.309,6.01,26.01
ATH-9567,F,22,Rugby,Ataque,Extremo,Intermedio,184.35,69.62,20.49,10.65,7.42,62.21,34.53,84.94,97.94,190.32,58.58,34.2,29.54,1.628,3.061,4.498,42.73,80.35,49.38,126.62,92.87,58.29,14.39,2393.61,1465.61,10.71,16.925,9.259,9.16,26.86
ATH-9568,M,22,Rugby,Ataque,Alero,Amateur,186.35,74.15,21.35,19.04,14.12,60.03,34.52,88.03,98.4,191.15,56.43,37.11,52.34,1.734,3.243,4.4,32.13,25.11,41.43,131.47,60.93,48.61,12.84,1954.99,1007.68,12.164,19.245,11.221,6.05,15.41
ATH-9569,M,27,Baloncesto,Ataque,Delantero,Amateur,177.89,65.43,20.67,12.26,8.02,57.41,34.11,90.44,97.0,184.84,53.22,35.65,33.4,1.677,3.062,4.442,37.65,84.48,40.6,106.98,82.15,51.05,11.7,2103.02,1155.88,11.555,17.619,11.396,6.23,19.23
OUT-063,M,18,Rugby,Ataque,Extremo,Amateur,195.45,81.52,39.31,26.22,6.83,77.8,22.16,77.43,95.46,179.49,44.4,38.39,70.69,2.176,4.788,3.373,68.45,136.28,36.49,213.76,71.08,38.07,17.39,3512.51,651.87,9.719,15.689,17.343,14.95,31.76
ATH-9571,M,18,Fútbol,Ataque,Alero,Intermedio,189.05,78.79,22.05,10.27,8.1,70.7,42.7,91.88,95.96,194.5,53.3,34.8,30.36,1.605,2.606,3.85,49.72,84.53,56.95,147.52,101.08,54.05,14.45,2196.0,1082.21,11.149,17.385,10.588,8.54,23.35
ATH-9572,F,24,Fútbol,Ataque,Delantero,Amateur,182.87,69.16,20.68,11.16,7.72,61.44,34.2,92.39,94.94,190.45,58.12,35.43,31.56,1.789,2.97,4.381,42.9,76.74,43.65,132.6,100.67,49.39,13.03,2021.64,978.56,10.408,16.689,12.812,6.05,24.88
ATH-9573,F,18,Fútbol,Ataque,Delantero,Intermedio,166.37,78.94,28.52,5.27,4.16,74.79,44.16,87.2,97.55,171.72,54.06,39.56,19.31,1.639,3.182,4.852,51.24,109.8,57.59,153.84,106.1,55.5,13.21,2223.63,1268.92,11.225,17.662,8.991,5.09,17.89
ATH-9574,M,24,Baloncesto,Ataque,Escolta,Intermedio,186.94,86.98,24.89,7.09,6.17,80.81,46.7,89.52,98.15,200.44,52.78,43.18,24.15,1.484,2.658,4.097,51.15,121.08,57.98,181.88,114.84,56.46,13.66,2344.3,1304.69,11.458,17.567,8.354,4.06,23.79
OUT-787,F,18,Rugby,Ataque,Delantero,Élite,201.4,89.43,34.75,5.01,24.51,59.29,45.47,88.71,104.66,173.44,44.28,38.69,17.02,2.18,3.418,3.683,47.2,11.41,41.52,144.39,138.45,67.59,7.39,3587.93,1932.43,11.86,18.094,4.665,4.49,19.72
ATH-9576,M,24,Rugby,Ataque,Escolta,Amateur,182.27,67.78,20.4,11.65,7.89,59.89,34.64,91.06,98.94,187.76,51.01,34.48,33.36,1.745,3.495,5.123,39.66,75.62,50.02,136.31,53.1,50.0,12.75,1916.13,1038.11,11.155,18.294,12.544,3.88,26.14
ATH-9577,M,19,Fútbol,Ataque,Alero,Élite,185.65,78.19,22.68,6.3,4.93,73.26,37.07,86.48,98.98,189.17,51.95,35.81,12.85,1.635,3.309,5.2,41.89,72.73,54.44,160.86,92.45,54.99,14.67,2131.17,1309.17,10.438,16.415,8.251,5.68,26.3
ATH-9578,F,18,Rugby,Ataque,Escolta,Intermedio,180.89,77.73,23.75,9.93,7.72,70.01,41.34,83.82,99.37,186.15,53.84,38.18,24.49,1.624,3.384,5.055,38.36,78.62,51.47,146.6,79.19,49.28,11.78,2038.7,1086.84,11.15,17.209,9.666,6.32,18.19
ATH-9579,F,22,Fútbol,Ataque,Alero,Élite,185.26,77.5,22.58,8.96,6.95,70.55,43.41,83.75,97.91,187.2,53.35,40.5,27.03,1.509,2.982,4.212,40.91,58.1,51.69,144.63,83.6,48.98,11.59,2097.46,1132.14,11.606,18.796,9.049,8.7,26.14
ATH-9580,F,18,Fútbol,Ataque,Escolta,Intermedio,184.74,83.51,24.47,11.32,9.46,74.05,51.18,90.99,104.43,188.45,56.02,39.69,31.83,1.558,2.724,3.749,49.87,112.35,59.94,164.24,104.68,52.73,13.32,2250.05,1154.55,11.386,18.4,8.62,8.35,25.78
ATH-9581,M,21,Fútbol,Ataque,Escolta,Élite,182.15,73.33,22.1,14.3,10.49,62.84,38.7,91.21,98.08,185.57,57.15,37.52,40.32,1.576,3.063,4.864,36.49,80.84,44.07,125.0,102.63,46.35,11.07,1883.26,908.28,11.141,17.555,8.29,7.71,20.36
ATH-9582,M,29,Fútbol,Ataque,Alero,Amateur,175.76,71.53,23.16,4.74,3.39,68.14,35.43,81.78,92.83,184.48,56.57,37.79,17.26,1.377,2.37,3.464,53.17,120.35,53.04,143.91,96.1,58.88,14.39,2429.25,1199.3,10.349,17.692,9.248,4.66,21.89
ATH-9583,M,28,Baloncesto,Ataque,Alero,Amateur,164.71,73.92,27.25,18.41,13.61,60.31,36.9,92.08,100.33,170.11,54.99,39.26,52.09,1.709,2.973,4.069,31.58,57.62,51.96,164.12,82.89,44.1,11.55,1845.86,998.68,11.056,18.682,9.091,9.22,22.42
ATH-9584,M,21,Rugby,Ataque,Alero,Élite,178.11,75.64,23.84,10.38,7.85,67.79,36.07,82.93,100.84,182.86,56.67,36.27,30.81,1.671,2.942,4.5,45.78,81.53,46.83,142.05,83.88,41.24,10.62,1800.0,789.59,10.979,16.46,10.171,6.13,19.79
ATH-9585,M,25,Fútbol,Ataque,Extremo,Élite,179.75,68.35,21.15,11.8,8.06,60.28,36.88,88.88,93.53,182.22,55.39,39.13,35.2,1.658,3.193,4.633,42.55,59.64,59.27,125.77,95.44,53.78,15.0,2104.86,1171.26,11.137,18.203,10.572,3.03,22.98
ATH-9586,M,30,Rugby,Ataque,Escolta,Amateur,179.73,78.73,24.37,10.14,7.98,70.75,40.55,87.96,100.22,182.17,57.04,37.1,26.67,1.634,3.044,4.738,47.69,83.97,54.04,159.9,104.84,50.74,12.54,2116.76,1079.15,11.146,17.586,10.145,6.2,24.6
ATH-9587,M,26,Fútbol,Ataque,Extremo,Intermedio,162.58,74.78,28.29,8.17,6.11,68.67,39.73,86.82,94.12,160.59,58.91,39.46,28.37,1.668,3.054,4.431,48.63,123.75,50.42,157.57,80.63,53.58,13.54,2185.99,1166.91,10.601,16.711,10.742,5.98,18.11
ATH-9588,M,18,Rugby,Ataque,Extremo,Amateur,178.74,74.62,23.36,11.53,8.6,66.02,37.71,86.98,100.95,182.98,57.31,34.38,36.2,1.719,3.048,4.465,47.64,63.44,52.71,131.4,96.94,49.64,12.05,1998.01,1003.42,10.499,16.069,13.871,6.42,20.68
ATH-9589,M,20,Baloncesto,Ataque,Extremo,Intermedio,191.69,84.65,23.04,9.32,7.89,76.76,42.89,88.88,100.48,197.93,56.32,34.4,25.31,1.586,3.274,5.076,43.28,63.68,51.67,141.65,106.02,49.66,11.8,1925.44,1166.37,11.787,18.672,8.948,6.28,16.98
ATH-9590,M,25,Baloncesto,Ataque,Extremo,Intermedio,181.66,65.89,19.97,14.98,9.87,56.01,31.9,87.92,106.69,193.92,51.55,37.55,46.96,1.778,3.275,4.613,42.79,84.89,52.03,110.2,90.39,49.0,10.25,1965.4,1175.54,10.607,17.039,13.924,6.86,14.48
ATH-9591,M,19,Rugby,Ataque,Escolta,Intermedio,177.61,76.86,24.37,9.09,6.98,69.88,37.57,79.79,95.75,184.33,59.79,36.82,24.27,1.638,3.175,4.722,37.32,61.63,48.23,153.81,99.65,54.26,14.11,2222.97,1194.77,11.348,17.325,9.399,4.66,14.51
ATH-9592,F,25,Rugby,Ataque,Alero,Intermedio,173.43,70.6,23.47,11.96,8.44,62.15,37.95,88.14,102.21,179.34,52.13,38.24,35.98,1.79,3.255,5.045,33.63,81.04,44.75,146.93,106.67,54.55,14.22,2249.41,1224.56,11.612,17.293,11.974,5.83,19.93
ATH-9593,F,21,Baloncesto,Ataque,Delantero,Amateur,182.72,76.34,22.87,7.68,5.87,70.48,40.5,80.14,104.52,193.24,54.73,37.45,18.3,1.508,2.916,4.543,45.66,83.92,49.56,160.36,114.51,61.55,15.38,2595.88,1434.93,10.875,17.827,11.725,5.15,13.94
